,Date,Name,Split,Amount
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/15/2017,MNCO,0102 · Huntington Operating,849.60
,12/15/2017,Indeed,2063 · Fidelity Visa Signature Card,500.09
,12/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,Indeed,2063 · Fidelity Visa Signature Card,501.34
,12/18/2017,Indeed,2063 · Fidelity Visa Signature Card,500.40
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/18/2017,Indeed,2063 · Fidelity Visa Signature Card,500.29
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/21/2017,Indeed,2063 · Fidelity Visa Signature Card,500.16
,12/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/21/2017,LinkedIn,2065 · AmEx Starwood XXX4-98000,26.95
,12/22/2017,Indeed,2063 · Fidelity Visa Signature Card,501.42
,12/22/2017,Indeed,2063 · Fidelity Visa Signature Card,501.22
,12/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/26/2017,Indeed,2063 · Fidelity Visa Signature Card,500.89
,12/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/26/2017,Indeed,2064 · Fidelity 529 College Rewards,500.39
,12/26/2017,ZipRecruiter,2064 · Fidelity 529 College Rewards,"2,111.74"
,12/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/27/2017,Indeed,2063 · Fidelity Visa Signature Card,500.99
,12/27/2017,Indeed,2063 · Fidelity Visa Signature Card,500.90
,12/27/2017,Facebook,2063 · Fidelity Visa Signature Card,15.00
,12/28/2017,Indeed,2063 · Fidelity Visa Signature Card,501.28
,12/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/02/2018,Indeed,2064 · Fidelity 529 College Rewards,233.36
,01/02/2018,Facebook,2064 · Fidelity 529 College Rewards,527.41
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,6.84
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,249.27
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,354.87
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,162.88
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,247.44
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,344.24
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,314.66
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,327.48
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,398.86
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,462.26
,01/02/2018,Indeed,2063 · Fidelity Visa Signature Card,501.03
,01/02/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/02/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/02/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/02/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/02/2018,Facebook,2063 · Fidelity Visa Signature Card,23.56
,01/02/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/02/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/02/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/04/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/04/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/04/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/04/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/05/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/05/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/05/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/05/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/05/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/08/2018,Indeed,2063 · Fidelity Visa Signature Card,500.67
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/08/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/10/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/10/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/10/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/10/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/10/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/10/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/10/2018,Indeed,2063 · Fidelity Visa Signature Card,500.03
,01/10/2018,Indeed,2063 · Fidelity Visa Signature Card,500.39
,01/10/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/10/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/10/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/10/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/11/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/11/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/11/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/11/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/11/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/11/2018,Indeed,2063 · Fidelity Visa Signature Card,500.55
,01/11/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/11/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/11/2018,Snagajob,2062 · Chase-United Mileage Plus,99.00
,01/12/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/12/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/12/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/12/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/12/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/12/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/12/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/12/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/16/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/16/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/16/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/16/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/16/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/16/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/16/2018,Indeed,2063 · Fidelity Visa Signature Card,502.97
,01/16/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/16/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/16/2018,Indeed,2063 · Fidelity Visa Signature Card,500.95
,01/16/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/16/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/16/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/17/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/17/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/17/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/17/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/17/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/17/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/17/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/17/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/17/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/17/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/18/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/18/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/18/2018,Indeed,2063 · Fidelity Visa Signature Card,500.18
,01/18/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/18/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/18/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/18/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/18/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/18/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/19/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/19/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/19/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/19/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/19/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/19/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/19/2018,Indeed,2063 · Fidelity Visa Signature Card,26.24
,01/19/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/19/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/19/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/19/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/19/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/19/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/21/2018,LinkedIn,2065 · AmEx Starwood XXX4-98000,26.95
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/22/2018,Indeed,2063 · Fidelity Visa Signature Card,500.23
,01/22/2018,Indeed,2063 · Fidelity Visa Signature Card,500.23
,01/22/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/22/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/22/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/22/2018,Indeed,2063 · Fidelity Visa Signature Card,500.72
,01/22/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/22/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/22/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/22/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/23/2018,ZipRecruiter,2064 · Fidelity 529 College Rewards,"2,111.74"
,01/23/2018,Indeed,2063 · Fidelity Visa Signature Card,500.17
,01/23/2018,Indeed,2063 · Fidelity Visa Signature Card,547.55
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/24/2018,Indeed,2063 · Fidelity Visa Signature Card,501.34
,01/24/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/24/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/24/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/24/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/24/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/24/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/25/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/25/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/25/2018,Indeed,2063 · Fidelity Visa Signature Card,500.44
,01/25/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/25/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/25/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/25/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/26/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/26/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/26/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/26/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/26/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/26/2018,Indeed,2063 · Fidelity Visa Signature Card,502.02
,01/26/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/26/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/26/2018,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,01/29/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/29/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,01/29/2018,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
