AIdent,Activation Day,Branch,City,How Heard Of
222251,12/14/2017,12-Chicago,Aurora,
222252,12/14/2017,12-Chicago,Joliet,
222253,12/14/2017,12-Chicago,Hazel Crest,
222254,12/14/2017,07-Columbus East,columbus ,Craigslist
222255,12/14/2017,11-Florence,Cincinnati,Friend/Relative Referral
222256,12/14/2017,03-Independence,north royalton,
222257,12/14/2017,07-Columbus East,,Advanced Careers
222258,12/14/2017,03-Independence,cleveland,Walk-In
222259,12/14/2017,03-Independence,cleveland,Other web site
222260,12/14/2017,03-Independence,Cleveland,Other web site
222261,12/14/2017,03-Independence,Maple heights,Indeed
222262,12/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
222263,12/14/2017,12-Chicago,Bolingbrook,Craigslist
222264,12/14/2017,03-Independence,Cleveland ,Indeed
222265,12/14/2017,09-Lancaster,lancaster,Walk-In
222266,12/14/2017,14-Louisville,georgetown,Indeed
222267,12/14/2017,05-Elyria,Lorain,Other web site
222268,12/14/2017,12-Chicago,Chicago,Indeed
222269,12/14/2017,03-Independence,Lakewood,Indeed
222270,12/14/2017,03-Independence,North Ridgeville,Other web site
222271,12/14/2017,06-Akron,CLEVELAND HTS,Indeed
222272,12/14/2017,03-Independence,Shaker Heights,Craigslist
222273,12/14/2017,12-Chicago,Bolinbrook ,Newspaper Ad
222274,12/14/2017,06-Akron,wadsworth,Zip Recruiter
222275,12/14/2017,12-Chicago,chicago,Craigslist
222276,12/14/2017,14-Louisville,Louisville ,Indeed
222277,12/14/2017,14-Louisville,Louisville,Craigslist
222278,12/14/2017,14-Louisville,Louisville,Craigslist
222279,12/14/2017,14-Louisville,Louisville ,Walk-In
222280,12/14/2017,07-Columbus East,columbus,Friend/Relative Referral
222281,12/14/2017,03-Independence,South Euclid,Indeed
222282,12/14/2017,03-Independence,cleveland,Walk-In
222283,12/14/2017,11-Florence,Edgewood,Friend/Relative Referral
222284,12/14/2017,12-Chicago,Burnham,Walk-In
222285,12/14/2017,09-Lancaster,Lancaster,Walk-In
222286,12/14/2017,03-Independence,Lakewood,Indeed
222287,12/14/2017,14-Louisville,Louisville,Indeed
222288,12/14/2017,07-Columbus East,Columbus,Indeed
222290,12/14/2017,05-Elyria,lorain,Friend/Relative Referral
222291,12/14/2017,11-Florence,cincinnait,Walk-In
222292,12/14/2017,11-Florence,CINCINNATI,Friend/Relative Referral
222293,12/14/2017,09-Lancaster,lancaster,Friend/Relative Referral
222294,12/14/2017,08-Columbus West,columbus,Friend/Relative Referral
222295,12/14/2017,05-Elyria,Elyria,Friend/Relative Referral
222296,12/14/2017,03-Independence,Cleveland ,Indeed
222297,12/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
222298,12/14/2017,12-Chicago,Berwyn,Craigslist
222299,12/14/2017,14-Louisville,Louisville,
222300,12/14/2017,03-Independence,Euclid,Craigslist
222301,12/14/2017,14-Louisville,Louisville,Craigslist
222302,12/14/2017,12-Chicago,Aurora,Craigslist
222303,12/15/2017,03-Independence,Cleveland,
222304,12/15/2017,14-Louisville,Louisville ,Walk-In
222305,12/15/2017,11-Florence,erlanger,Indeed
222306,12/15/2017,14-Louisville,louisville,
222307,12/15/2017,03-Independence,CLEVELAND,Craigslist
222308,12/15/2017,03-Independence,MAPLE HTS,Friend/Relative Referral
222309,12/15/2017,12-Chicago,CHICAGO,Indeed
222310,12/15/2017,11-Florence,cincinnati,Walk-In
222311,12/15/2017,06-Akron,Akron,Indeed
222312,12/15/2017,05-Elyria,lorain,
222313,12/15/2017,08-Columbus West,Columbus,Friend/Relative Referral
222314,12/15/2017,08-Columbus West,Columbus,Zip Recruiter
222315,12/15/2017,07-Columbus East,Columbus,Friend/Relative Referral
222316,12/15/2017,03-Independence,Garfield hts,Zip Recruiter
222317,12/15/2017,14-Louisville,louisville,Zip Recruiter
222318,12/15/2017,14-Louisville,Louisville ,Indeed
222319,12/15/2017,08-Columbus West,columbus,Friend/Relative Referral
222320,12/15/2017,14-Louisville,Louisville,Craigslist
222321,12/15/2017,05-Elyria,lorain,Friend/Relative Referral
222322,12/15/2017,12-Chicago,crest hill ,
222323,12/15/2017,12-Chicago,joliet,Friend/Relative Referral
222324,12/15/2017,07-Columbus East,Columbus,Walk-In
222325,12/15/2017,08-Columbus West,Whitehall,
222326,12/15/2017,03-Independence,solon,Zip Recruiter
222327,12/15/2017,12-Chicago,Chic ,Other web site
222328,12/15/2017,14-Louisville,Louisville,Craigslist
222329,12/15/2017,06-Akron,akron,Indeed
222330,12/15/2017,11-Florence,cincinnati,Indeed
222331,12/15/2017,12-Chicago,Aurora,Friend/Relative Referral
222332,12/15/2017,07-Columbus East,Columbus,Walk-In
222333,12/15/2017,07-Columbus East,Columbus,Friend/Relative Referral
222334,12/15/2017,07-Columbus East,reynoldsburg,Walk-In
222335,12/15/2017,03-Independence,Cleveland,
222336,12/15/2017,08-Columbus West,Columbus,Indeed
222337,12/15/2017,12-Chicago,Romeoville,
222338,12/15/2017,05-Elyria,lorain,Indeed
222339,12/15/2017,03-Independence,,Advanced Careers
222340,12/15/2017,06-Akron,akron,Friend/Relative Referral
222341,12/15/2017,14-Louisville,louisville,
222342,12/15/2017,12-Chicago,Chicago,
222343,12/15/2017,14-Louisville,Louisville,
222344,12/15/2017,11-Florence,cincinnati ,Friend/Relative Referral
222345,12/15/2017,03-Independence,Cleveland,Indeed
222346,12/15/2017,12-Chicago,Elgin,Craigslist
222347,12/15/2017,06-Akron,akron,Indeed
222348,12/15/2017,03-Independence,Cleveland,Other web site
222349,12/15/2017,07-Columbus East,columbus,Walk-In
222350,12/15/2017,03-Independence,Cleveland Hts.,Other web site
222351,12/15/2017,09-Lancaster,lancaster,Other web site
222352,12/15/2017,06-Akron,Ravenna,Craigslist
222353,12/15/2017,07-Columbus East,Columbus,Zip Recruiter
222354,12/15/2017,03-Independence,Cleveland,Walk-In
222355,12/15/2017,03-Independence,CLEVELAND ,Indeed
222356,12/15/2017,12-Chicago,Joliet,Zip Recruiter
222357,12/15/2017,12-Chicago,Joliet,Friend/Relative Referral
222358,12/15/2017,07-Columbus East,columbus,
222359,12/15/2017,12-Chicago,Chicago,Walk-In
222360,12/15/2017,14-Louisville,Louisville ,Craigslist
222361,12/15/2017,14-Louisville,Louisville ,Walk-In
222362,12/15/2017,08-Columbus West,Orient,Newspaper Ad
222363,12/15/2017,06-Akron,Canton,Craigslist
222364,12/15/2017,07-Columbus East,reynoldburg,Friend/Relative Referral
222365,12/15/2017,12-Chicago,joliet,Friend/Relative Referral
222366,12/15/2017,12-Chicago,Chicago ,Craigslist
222367,12/15/2017,03-Independence,Euclid,Indeed
222368,12/16/2017,09-Lancaster,New Lexington ,
222369,12/16/2017,08-Columbus West,Columbus,Friend/Relative Referral
222370,12/16/2017,11-Florence,Cincinnati,Other web site
222371,12/16/2017,05-Elyria,Cleveland,Craigslist
222372,12/16/2017,07-Columbus East,Columbus,Indeed
222373,12/16/2017,03-Independence,Cleveland,Indeed
222374,12/16/2017,03-Independence,Cleveland,Indeed
222375,12/16/2017,07-Columbus East,columbus,Friend/Relative Referral
222376,12/16/2017,09-Lancaster,new straitsville,Friend/Relative Referral
222377,12/16/2017,11-Florence,Cincinnati,
222378,12/16/2017,12-Chicago,Chicago,Indeed
222379,12/16/2017,12-Chicago,Chicago,Indeed
222380,12/17/2017,07-Columbus East,Chillicothe ,Monster.com
222381,12/17/2017,06-Akron,Canton,Friend/Relative Referral
222382,12/17/2017,03-Independence,cleveland ,
222383,12/17/2017,06-Akron,Cleveland ,Indeed
222384,12/17/2017,07-Columbus East,Columbus,Friend/Relative Referral
222385,12/17/2017,06-Akron,akron,Friend/Relative Referral
222386,12/17/2017,05-Elyria,Elyria,Friend/Relative Referral
222387,12/18/2017,12-Chicago,Chicago,Friend/Relative Referral
222388,12/18/2017,14-Louisville,Louisville ,
222389,12/18/2017,12-Chicago,Calumet City,Zip Recruiter
222390,12/18/2017,07-Columbus East,Reynoldsburg,Friend/Relative Referral
222391,12/18/2017,03-Independence,Cleveland,Indeed
222392,12/18/2017,07-Columbus East,Columbus ,Walk-In
222393,12/18/2017,05-Elyria,Lorain,Friend/Relative Referral
222394,12/18/2017,05-Elyria,,Advanced Careers
222395,12/18/2017,06-Akron,peninsula,Indeed
222396,12/18/2017,03-Independence,Garfield,Friend/Relative Referral
222397,12/18/2017,07-Columbus East,Whitehall,Other web site
222398,12/18/2017,03-Independence,Cleveland,Indeed
222399,12/18/2017,08-Columbus West,columbus,Friend/Relative Referral
222400,12/18/2017,08-Columbus West,HILLIARD,Friend/Relative Referral
222401,12/18/2017,08-Columbus West,hillard,Friend/Relative Referral
222402,12/18/2017,09-Lancaster,Lancaster,Walk-In
222403,12/18/2017,03-Independence,South Euclid,Walk-In
222404,12/18/2017,06-Akron,Cuyahoga Falls ,
222405,12/18/2017,11-Florence,Covington ,Walk-In
222406,12/18/2017,11-Florence,florence,Walk-In
222407,12/18/2017,08-Columbus West,columbus,Friend/Relative Referral
222408,12/18/2017,08-Columbus West,Hilliard,Walk-In
222409,12/18/2017,08-Columbus West,Columbus,Walk-In
222410,12/18/2017,06-Akron,akron,
222411,12/18/2017,05-Elyria,Lorain,Friend/Relative Referral
222412,12/18/2017,08-Columbus West,columbus,Friend/Relative Referral
222413,12/18/2017,08-Columbus West,Columbus,Other web site
222414,12/18/2017,05-Elyria,ELYRIA,Indeed
222415,12/18/2017,03-Independence,cleveland,Indeed
222416,12/18/2017,08-Columbus West,Grove city,
222417,12/18/2017,08-Columbus West,Grove City,Indeed
222418,12/18/2017,14-Louisville,BRANDENBURG,Walk-In
222419,12/18/2017,07-Columbus East,Columbus,Craigslist
222420,12/18/2017,06-Akron,kent,Zip Recruiter
222421,12/18/2017,14-Louisville,Louisville ,Craigslist
222422,12/18/2017,14-Louisville,KY,
222423,12/18/2017,03-Independence,Warrenville,Craigslist
222424,12/18/2017,05-Elyria,Grafton ,
222425,12/18/2017,14-Louisville,BRANDENBURG,Walk-In
222426,12/18/2017,03-Independence,garfield heights,Indeed
222427,12/18/2017,03-Independence,garfield heights ,Friend/Relative Referral
222428,12/18/2017,05-Elyria,lorain,Friend/Relative Referral
222429,12/18/2017,06-Akron,umiontown,Friend/Relative Referral
222430,12/18/2017,06-Akron,Akron,Indeed
222431,12/18/2017,14-Louisville,Louisville,Friend/Relative Referral
222432,12/18/2017,07-Columbus East,columbus,Monster.com
222433,12/18/2017,08-Columbus West,columbus,Friend/Relative Referral
222434,12/18/2017,06-Akron,akron,Friend/Relative Referral
222435,12/18/2017,14-Louisville,louisville,Friend/Relative Referral
222436,12/18/2017,12-Chicago,Joliet,
222437,12/18/2017,12-Chicago,Woodridge,
222438,12/18/2017,06-Akron,Stow,Indeed
222439,12/18/2017,07-Columbus East,Cols,Walk-In
222440,12/18/2017,06-Akron,cuyahoga falls,Walk-In
222441,12/18/2017,07-Columbus East,Columbus,Walk-In
222442,12/18/2017,09-Lancaster,Lancaster,
222443,12/18/2017,12-Chicago,Woodridge,Friend/Relative Referral
222444,12/18/2017,12-Chicago,bolingbrook,Indeed
222445,12/18/2017,08-Columbus West,hilliard,Other web site
222446,12/18/2017,06-Akron,AKRON,Monster.com
222447,12/18/2017,12-Chicago,Chicago,
222448,12/18/2017,12-Chicago,romeoville,Friend/Relative Referral
222449,12/18/2017,06-Akron,stow,
222450,12/18/2017,07-Columbus East,columbus ,Walk-In
222451,12/18/2017,09-Lancaster,Lancaster,Friend/Relative Referral
222452,12/18/2017,07-Columbus East,Columbus,Indeed
222453,12/18/2017,03-Independence,BEDFORD HTS,Craigslist
222454,12/18/2017,08-Columbus West,Columbus,Walk-In
222455,12/18/2017,06-Akron,Rittman,Walk-In
222456,12/18/2017,06-Akron,,Advanced Careers
222457,12/18/2017,03-Independence,,Craigslist
222458,12/18/2017,09-Lancaster,Lancaster,Friend/Relative Referral
222459,12/18/2017,12-Chicago,Chicago,
222460,12/18/2017,09-Lancaster,Lancaster,Friend/Relative Referral
222461,12/18/2017,03-Independence,Cleveland ,Friend/Relative Referral
222462,12/18/2017,06-Akron,Wadsworth,Friend/Relative Referral
222463,12/18/2017,07-Columbus East,Columbus,Friend/Relative Referral
222464,12/18/2017,08-Columbus West,Columbus,Zip Recruiter
222465,12/19/2017,07-Columbus East,Reynoldsburg,Indeed
222467,12/19/2017,07-Columbus East,columbus,Walk-In
222468,12/19/2017,05-Elyria,Lorain,Other web site
222469,12/19/2017,06-Akron,Streetsboro,Craigslist
222470,12/19/2017,03-Independence,Cleveland,Indeed
222471,12/19/2017,03-Independence,Cleveland ,Other web site
222472,12/19/2017,08-Columbus West,columbus,Friend/Relative Referral
222473,12/19/2017,11-Florence,florence,Walk-In
222474,12/19/2017,08-Columbus West,columbus,Friend/Relative Referral
222475,12/19/2017,12-Chicago,Bridgeview,
222476,12/19/2017,03-Independence,Cleveland,Friend/Relative Referral
222477,12/19/2017,05-Elyria,Bay Village,Friend/Relative Referral
222478,12/19/2017,05-Elyria,Bay Village ,Friend/Relative Referral
222479,12/19/2017,05-Elyria,lorain,Walk-In
222480,12/19/2017,05-Elyria,elyria ,Walk-In
222481,12/19/2017,07-Columbus East,canal winchester ,Indeed
222482,12/19/2017,12-Chicago,Hillside,
222483,12/19/2017,08-Columbus West,,Advanced Careers
222484,12/19/2017,06-Akron,NORTON,Craigslist
222485,12/19/2017,03-Independence,Cleveland ,
222486,12/19/2017,14-Louisville,louisville,Walk-In
222487,12/19/2017,09-Lancaster,Logan,Other web site
222488,12/19/2017,07-Columbus East,columbus ,Indeed
222489,12/19/2017,07-Columbus East,Columbus,Indeed
222490,12/19/2017,12-Chicago,Romeoville,Indeed
222491,12/19/2017,09-Lancaster,Logan,Other web site
222492,12/19/2017,05-Elyria,Lorain,
222493,12/19/2017,07-Columbus East,columbus,
222494,12/19/2017,03-Independence,Cleveland Heights ,Zip Recruiter
222495,12/19/2017,03-Independence,maple heights,Indeed
222496,12/19/2017,08-Columbus West,columbus,Friend/Relative Referral
222497,12/19/2017,07-Columbus East,coulumbus,Friend/Relative Referral
222498,12/19/2017,07-Columbus East,columbus ohio,Walk-In
222499,12/19/2017,03-Independence,Cleveland,Friend/Relative Referral
222500,12/19/2017,03-Independence,Cleveland,Friend/Relative Referral
222501,12/19/2017,03-Independence,Akron,Indeed
222502,12/19/2017,08-Columbus West,grove city,Zip Recruiter
222503,12/19/2017,06-Akron,Massillon,Craigslist
222504,12/19/2017,03-Independence,warrensville heights,Indeed
222505,12/19/2017,03-Independence,newburgh,Walk-In
222506,12/19/2017,09-Lancaster,Lancaster,Friend/Relative Referral
222507,12/19/2017,12-Chicago,chicago,
222508,12/19/2017,03-Independence,CLEVELAND,
222509,12/19/2017,11-Florence,Cincinnati,Walk-In
222510,12/19/2017,08-Columbus West,columbus,Walk-In
222511,12/19/2017,11-Florence,Cincinnati,Walk-In
222512,12/19/2017,07-Columbus East,Pataskala,Friend/Relative Referral
222513,12/19/2017,03-Independence,Euclid,Indeed
222514,12/19/2017,07-Columbus East,Columbus,Friend/Relative Referral
222515,12/19/2017,07-Columbus East,Columbus,Craigslist
222516,12/19/2017,12-Chicago,chicago,Indeed
222517,12/19/2017,12-Chicago, Chicago heights,Indeed
222518,12/19/2017,08-Columbus West,columbus,Craigslist
222519,12/19/2017,08-Columbus West,columbus,Walk-In
222520,12/19/2017,12-Chicago,joliet ,
222521,12/19/2017,12-Chicago,Joliet ,
222522,12/19/2017,07-Columbus East,REYNOLDSBURG,
222523,12/19/2017,11-Florence,Warsaw ,Other web site
222524,12/19/2017,07-Columbus East,COLUMBUS,
222525,12/19/2017,07-Columbus East,Columbus,Craigslist
222526,12/19/2017,03-Independence,University Heights,Indeed
222527,12/20/2017,12-Chicago,Markham,Walk-In
222528,12/20/2017,07-Columbus East,Columbus,Friend/Relative Referral
222529,12/20/2017,07-Columbus East,Blacklick,Friend/Relative Referral
222530,12/20/2017,03-Independence,Ravenna,Other web site
222531,12/20/2017,05-Elyria,Lorain,Indeed
222532,12/20/2017,05-Elyria,elyria,Friend/Relative Referral
222533,12/20/2017,07-Columbus East,columbus,
222534,12/20/2017,03-Independence,Cleveland,Craigslist
222535,12/20/2017,03-Independence,Cleveland,Craigslist
222536,12/20/2017,03-Independence,Cleveland ,Indeed
222537,12/20/2017,03-Independence,Cleveland,Craigslist
222538,12/20/2017,03-Independence,,Craigslist
222539,12/20/2017,06-Akron,Streetsboro ,Indeed
222540,12/20/2017,07-Columbus East,columbus,Friend/Relative Referral
222541,12/20/2017,14-Louisville,Louisville,Indeed
222542,12/20/2017,06-Akron,North Canton,Indeed
222543,12/20/2017,03-Independence,Richmond Heights,Indeed
222544,12/20/2017,11-Florence,Florence,
222545,12/20/2017,07-Columbus East,columbus,Friend/Relative Referral
222546,12/20/2017,12-Chicago,bolingbrook,Craigslist
222547,12/20/2017,09-Lancaster,Lancaster,Walk-In
222548,12/20/2017,03-Independence,Cleveland,Walk-In
222549,12/20/2017,03-Independence,Cleveland,Indeed
222550,12/20/2017,03-Independence,Bedford Heights,Indeed
222551,12/20/2017,03-Independence,Oakwood village,Walk-In
222552,12/20/2017,03-Independence,Cleveland,Indeed
222553,12/20/2017,05-Elyria,Lorain ,Craigslist
222554,12/20/2017,09-Lancaster,lancaster,
222555,12/20/2017,09-Lancaster,Lancaster,
222556,12/20/2017,12-Chicago,Glenwood,
222557,12/20/2017,03-Independence,PARMA HEIGHTS,Craigslist
222558,12/20/2017,12-Chicago,phoenix,Craigslist
222559,12/20/2017,06-Akron,Doylestown,
222560,12/20/2017,03-Independence,Cleveland,Craigslist
222561,12/20/2017,12-Chicago,calumet city ,
222562,12/20/2017,07-Columbus East,canal winchester,Walk-In
222563,12/20/2017,06-Akron,Canton,Friend/Relative Referral
222564,12/20/2017,08-Columbus West,,Advanced Careers
222565,12/20/2017,12-Chicago,Chicago,Indeed
222566,12/20/2017,12-Chicago,chicago,Indeed
222567,12/20/2017,03-Independence,CLEVELAND,
222568,12/20/2017,14-Louisville,Louisville,Zip Recruiter
222569,12/20/2017,11-Florence,cincinnati,Friend/Relative Referral
222570,12/20/2017,07-Columbus East,Columbus,Friend/Relative Referral
222571,12/20/2017,03-Independence,brunswick,Indeed
222572,12/20/2017,08-Columbus West,westerville,Friend/Relative Referral
222573,12/20/2017,06-Akron,Barberton,Craigslist
222574,12/20/2017,12-Chicago,markham,
222575,12/20/2017,12-Chicago,Chicago,Craigslist
222576,12/20/2017,12-Chicago,Aurora,Craigslist
222577,12/20/2017,11-Florence,florence,Craigslist
222578,12/20/2017,07-Columbus East,columbus,Friend/Relative Referral
222579,12/20/2017,11-Florence,covington,Friend/Relative Referral
222580,12/20/2017,06-Akron,Akron,Craigslist
222581,12/20/2017,14-Louisville,Louisville,Friend/Relative Referral
222582,12/20/2017,08-Columbus West,Columbus,Walk-In
222583,12/20/2017,05-Elyria,Oberlin,
222584,12/20/2017,08-Columbus West,Columbus,Friend/Relative Referral
222585,12/20/2017,12-Chicago,chicago,
222586,12/20/2017,06-Akron,,Advanced Careers
222587,12/20/2017,06-Akron,akron,Friend/Relative Referral
222588,12/20/2017,09-Lancaster,lancaster ,Friend/Relative Referral
222589,12/20/2017,12-Chicago,Chicago,Indeed
222590,12/20/2017,12-Chicago,Aurora ,Craigslist
222591,12/20/2017,07-Columbus East,,Advanced Careers
222592,12/20/2017,12-Chicago,joliet ,Walk-In
222593,12/20/2017,08-Columbus West,Columbus ,Friend/Relative Referral
222594,12/20/2017,05-Elyria,Lorain,Indeed
222595,12/20/2017,14-Louisville,Louisville,Friend/Relative Referral
222596,12/20/2017,07-Columbus East,Columbus,Craigslist
222597,12/20/2017,03-Independence,Cleveland,Indeed
222598,12/20/2017,05-Elyria,Wakeman,Friend/Relative Referral
222599,12/20/2017,03-Independence,Cleveland,Indeed
222600,12/20/2017,03-Independence,Cleveland ,Craigslist
222601,12/20/2017,03-Independence,Cleveland,Indeed
222602,12/20/2017,14-Louisville,Muldragh,Other web site
222603,12/21/2017,03-Independence,Cleveland ,Friend/Relative Referral
222604,12/21/2017,07-Columbus East,Columbus,Friend/Relative Referral
222605,12/21/2017,14-Louisville,Louisville,Walk-In
222606,12/21/2017,03-Independence,cleveland,Friend/Relative Referral
222607,12/21/2017,03-Independence,Maple Heights,Friend/Relative Referral
222608,12/21/2017,11-Florence,Augusta,Friend/Relative Referral
222609,12/21/2017,14-Louisville,Louisville,Friend/Relative Referral
222610,12/21/2017,12-Chicago,Robbins,Craigslist
222611,12/21/2017,12-Chicago,Chicago ,Indeed
222612,12/21/2017,12-Chicago,Crest Hill,Indeed
222613,12/21/2017,07-Columbus East,COLUMBUS,
222614,12/21/2017,07-Columbus East,Columbus,Indeed
222615,12/21/2017,08-Columbus West,columbus,Craigslist
222616,12/21/2017,08-Columbus West,columbus,
222617,12/21/2017,06-Akron,akron,Friend/Relative Referral
222618,12/21/2017,14-Louisville,louisville,
222619,12/21/2017,12-Chicago,Bolingbrook,
222620,12/21/2017,05-Elyria,Elyria,Friend/Relative Referral
222621,12/21/2017,05-Elyria,elyria ,Friend/Relative Referral
222622,12/21/2017,03-Independence,Garfield Heights,Craigslist
222623,12/21/2017,08-Columbus West,columbus,Walk-In
222624,12/21/2017,07-Columbus East,COLUMBUS,
222625,12/21/2017,07-Columbus East,columbus,Walk-In
222626,12/21/2017,07-Columbus East,Columbus,Friend/Relative Referral
222627,12/21/2017,12-Chicago,Chicago,Walk-In
222628,12/21/2017,07-Columbus East,COLUMBUS,Friend/Relative Referral
222629,12/21/2017,11-Florence,dry ridge,Friend/Relative Referral
222630,12/21/2017,07-Columbus East,Columbus,Walk-In
222631,12/21/2017,07-Columbus East,columbas,Other web site
222632,12/21/2017,14-Louisville,Louisville ,Indeed
222633,12/21/2017,11-Florence,cincinnati,Walk-In
222634,12/21/2017,07-Columbus East,Columbus,Friend/Relative Referral
222635,12/21/2017,03-Independence,cleveland,Indeed
222636,12/21/2017,12-Chicago,merrilliville,Indeed
222637,12/21/2017,03-Independence,Warrensville,Indeed
222638,12/21/2017,03-Independence,Cleveland,Indeed
222639,12/21/2017,07-Columbus East,COLUMBUS,
222640,12/21/2017,06-Akron,Akron,Walk-In
222641,12/21/2017,14-Louisville,Louisville,Other web site
222642,12/21/2017,05-Elyria,Brunswick,
222643,12/21/2017,07-Columbus East,pickerington,Friend/Relative Referral
222644,12/21/2017,12-Chicago,Bolingbrook,Indeed
222645,12/21/2017,12-Chicago,Bolingbrook ,Walk-In
222646,12/21/2017,12-Chicago,Chicago,Friend/Relative Referral
222647,12/21/2017,12-Chicago,Jackson,Indeed
222648,12/21/2017,07-Columbus East,BLACKLICK,
222649,12/21/2017,12-Chicago,,Advanced Careers
222650,12/21/2017,07-Columbus East,Columbus ,Friend/Relative Referral
222651,12/21/2017,07-Columbus East,Canal winchester,Zip Recruiter
222652,12/21/2017,11-Florence,Cincinnati,Friend/Relative Referral
222653,12/21/2017,12-Chicago,romeoville,Walk-In
222654,12/22/2017,07-Columbus East,Columbus,Indeed
222655,12/22/2017,08-Columbus West,Columbus,
222656,12/22/2017,03-Independence,Westlake,Craigslist
222657,12/22/2017,07-Columbus East,columbus,Friend/Relative Referral
222658,1/16/2018,08-Columbus West,columbus,Friend/Relative Referral
222659,12/22/2017,03-Independence,Cleveland,Indeed
222660,12/22/2017,14-Louisville,Louisville,Zip Recruiter
222661,12/22/2017,06-Akron,akron,Friend/Relative Referral
222662,12/22/2017,08-Columbus West,columbus,Friend/Relative Referral
222663,12/22/2017,11-Florence,cincinnati,Craigslist
222664,12/22/2017,06-Akron,copley,Indeed
222665,12/22/2017,03-Independence,CLEVELAND,Walk-In
222666,12/22/2017,03-Independence,cleveland,Craigslist
222667,12/22/2017,03-Independence,cleveland ,Indeed
222668,12/22/2017,08-Columbus West,columbus,Indeed
222669,12/22/2017,03-Independence,WARRENSVILLE HTS,Zip Recruiter
222670,12/22/2017,12-Chicago,bolingbrook,Indeed
222671,12/22/2017,11-Florence,Independence,Indeed
222672,12/22/2017,08-Columbus West,columbus,Indeed
222673,12/22/2017,03-Independence,Cleveland,Indeed
222674,12/22/2017,11-Florence,cincinnati ,Friend/Relative Referral
222675,12/22/2017,08-Columbus West,columbus,Friend/Relative Referral
222676,12/22/2017,03-Independence,maple heights,Walk-In
222677,12/22/2017,08-Columbus West,Black Lick,Craigslist
222678,12/22/2017,03-Independence,"Maple,hts.Ohio",Zip Recruiter
222680,12/22/2017,03-Independence,EastCleveland,Indeed
222685,12/22/2017,12-Chicago,Woodridge,Other web site
222686,12/22/2017,12-Chicago,bolingbrook ,Friend/Relative Referral
222687,12/22/2017,12-Chicago,Chicago,Friend/Relative Referral
222688,12/22/2017,03-Independence,cleveland,Other web site
222689,12/23/2017,12-Chicago,Chicago,Indeed
222690,12/23/2017,03-Independence,Cleveland,Other web site
222691,12/24/2017,05-Elyria,Elyria,Friend/Relative Referral
222692,12/24/2017,14-Louisville,Fairdale ,Indeed
222693,12/25/2017,12-Chicago,Merrillville ,Craigslist
222694,12/26/2017,07-Columbus East,Columbus,Friend/Relative Referral
222695,12/26/2017,08-Columbus West,columbus,Friend/Relative Referral
222696,12/26/2017,06-Akron,,Craigslist
222697,12/26/2017,06-Akron,Ravenna,Craigslist
222698,12/26/2017,14-Louisville,Elizabethtown,Indeed
222699,12/26/2017,11-Florence,cincinnati,Friend/Relative Referral
222700,12/26/2017,03-Independence,cleveland,Indeed
222701,12/26/2017,14-Louisville,Louisville,Zip Recruiter
222702,12/26/2017,14-Louisville,Big Clifty,Indeed
222703,12/26/2017,12-Chicago,Aurora,Craigslist
222704,12/26/2017,08-Columbus West,columbus,Walk-In
222705,12/26/2017,08-Columbus West,columbus,Friend/Relative Referral
222706,12/26/2017,14-Louisville,louisville ,
222707,12/26/2017,14-Louisville,Louisville,Walk-In
222708,12/26/2017,07-Columbus East,reynoldsburg,Indeed
222709,12/26/2017,03-Independence,Cleveland,Indeed
222710,12/26/2017,03-Independence,EUCLID,Craigslist
222711,12/26/2017,08-Columbus West,columbus,Walk-In
222712,12/26/2017,03-Independence,Garfield heights,Other web site
222713,12/26/2017,03-Independence,cleveland,Other web site
222714,12/26/2017,08-Columbus West,columbus,Walk-In
222715,12/26/2017,08-Columbus West,urbancrest ,Craigslist
222716,12/26/2017,03-Independence,cleveland,Craigslist
222717,12/26/2017,03-Independence,Cleveland,Indeed
222718,12/26/2017,07-Columbus East,reynoldsburg,Walk-In
222719,12/26/2017,14-Louisville,Louisville,Friend/Relative Referral
222720,12/26/2017,14-Louisville,Louisville,Craigslist
222721,12/26/2017,12-Chicago,country club hills,Other web site
222722,12/26/2017,12-Chicago,plainfield,Indeed
222723,12/26/2017,07-Columbus East,Columbus,Friend/Relative Referral
222724,12/26/2017,07-Columbus East,Columbus ,Indeed
222725,12/26/2017,07-Columbus East,Canal Winchester,Friend/Relative Referral
222726,12/26/2017,14-Louisville,Louisville,Craigslist
222727,12/27/2017,12-Chicago,Bolingbrook,Friend/Relative Referral
222728,12/27/2017,07-Columbus East,Reynoldsburg,Indeed
222729,12/27/2017,07-Columbus East,Columbus,Friend/Relative Referral
222730,12/27/2017,07-Columbus East,Columbus,Walk-In
222731,12/27/2017,08-Columbus West,columbus,Craigslist
222732,12/27/2017,08-Columbus West,Columbus,Indeed
222733,12/27/2017,03-Independence,North Royalton,
222734,12/27/2017,06-Akron,Akron ,Indeed
222735,12/27/2017,06-Akron,akron,Craigslist
222736,12/27/2017,03-Independence,cleveland,Indeed
222737,12/27/2017,14-Louisville,Shepherdsville ,Indeed
222738,12/27/2017,14-Louisville,Louisville,Zip Recruiter
222739,12/27/2017,07-Columbus East,Columbus,Indeed
222740,12/27/2017,07-Columbus East,columbus ,Indeed
