,Date,Name,Split,Amount,Total Spent,,,,,,,Name,Amount
,11/21/2017,Indeed,2064 · Fidelity 529 College Rewards,500.48,,,,,,,,Indeed,500.48
,11/21/2017,LinkedIn,2065 · AmEx Starwood XXX4-98000,26.95,,,,,,,,LinkedIn,26.95
,11/22/2017,Indeed,2063 · Fidelity Visa Signature Card,500.16,,,,,,,,Indeed,500.16
,11/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,50,,,,,,,,CraigsList,50
,11/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,11/22/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/24/2017,Facebook,2063 · Fidelity Visa Signature Card,500,,,,,,,,Facebook,500
,11/24/2017,Indeed,2063 · Fidelity Visa Signature Card,503.8,,,,,,,,Indeed,503.8
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,50,,,,,,,,CraigsList,50
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,50,,,,,,,,CraigsList,50
,11/24/2017,ZipRecruiter,2064 · Fidelity 529 College Rewards,"2,111.74",,,,,,,,ZipRecruiter,"2,111.74"
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/27/2017,Indeed,2063 · Fidelity Visa Signature Card,500.81,,,,,,,,Indeed,500.81
,11/27/2017,Indeed,2063 · Fidelity Visa Signature Card,500.73,,,,,,,,Indeed,500.73
,11/27/2017,Indeed,2063 · Fidelity Visa Signature Card,500.49,,,,,,,,Indeed,500.49
,11/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/28/2017,Indeed,2064 · Fidelity 529 College Rewards,500.37,,,,,,,,Indeed,500.37
,11/29/2017,Indeed,2063 · Fidelity Visa Signature Card,500.93,,,,,,,,Indeed,500.93
,11/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/30/2017,Indeed,2063 · Fidelity Visa Signature Card,501.58,,,,,,,,Indeed,501.58
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,50,,,,,,,,CraigsList,50
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,"Tuttle Marketing Services, Inc.",0102 · Huntington Operating,879.7,,,,,,,,"Tuttle Marketing Services, Inc.",879.7
,12/1/2017,Indeed,2063 · Fidelity Visa Signature Card,500.41,,,,,,,,Indeed,500.41
,12/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,Indeed,2063 · Fidelity Visa Signature Card,268.42,,,,,,,,Indeed,268.42
,12/4/2017,Indeed,2063 · Fidelity Visa Signature Card,1.65,,,,,,,,Indeed,1.65
,12/4/2017,Indeed,2063 · Fidelity Visa Signature Card,366.26,,,,,,,,Indeed,366.26
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,Indeed,2063 · Fidelity Visa Signature Card,215.18,,,,,,,,Indeed,215.18
,12/4/2017,Indeed,2063 · Fidelity Visa Signature Card,223.79,,,,,,,,Indeed,223.79
,12/4/2017,Indeed,2063 · Fidelity Visa Signature Card,482.19,,,,,,,,Indeed,482.19
,12/4/2017,Indeed,2063 · Fidelity Visa Signature Card,345,,,,,,,,Indeed,345
,12/4/2017,Indeed,2063 · Fidelity Visa Signature Card,74.33,,,,,,,,Indeed,74.33
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/4/2017,Indeed,2064 · Fidelity 529 College Rewards,342.91,,,,,,,,Indeed,342.91
,12/4/2017,Facebook,2064 · Fidelity 529 College Rewards,290.83,,,,,,,,Facebook,290.83
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/6/2017,Indeed,2063 · Fidelity Visa Signature Card,503.5,,,,,,,,Indeed,503.5
,12/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/8/2017,Indeed,2063 · Fidelity Visa Signature Card,502.11,,,,,,,,Indeed,502.11
,12/8/2017,Facebook,2063 · Fidelity Visa Signature Card,39.06,,,,,,,,Facebook,39.06
,12/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,12/11/2017,Indeed,2063 · Fidelity Visa Signature Card,500.01,,,,,,,,Indeed,500.01
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/11/2017,Snagajob,2062 · Chase-United Mileage Plus,99,,,,,,,,Snagajob,99
,12/12/2017,Indeed,2063 · Fidelity Visa Signature Card,501.14,,,,,,,,Indeed,501.14
,12/12/2017,Indeed,2063 · Fidelity Visa Signature Card,500.74,,,,,,,,Indeed,500.74
,12/13/2017,Indeed,2063 · Fidelity Visa Signature Card,500.3,,,,,,,,Indeed,500.3
,12/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,12/13/2017,Facebook,2064 · Fidelity 529 College Rewards,750,,,,,,,,Facebook,750
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/15/2017,MNCO,0102 · Huntington Operating,849.6,,,,,,,,MNCO,849.6
,12/15/2017,Indeed,2063 · Fidelity Visa Signature Card,500.09,,,,,,,,Indeed,500.09
,12/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,Indeed,2063 · Fidelity Visa Signature Card,501.34,,,,,,,,Indeed,501.34
,12/18/2017,Indeed,2063 · Fidelity Visa Signature Card,500.4,,,,,,,,Indeed,500.4
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/18/2017,Indeed,2063 · Fidelity Visa Signature Card,500.29,,,,,,,,Indeed,500.29
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,12/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,12/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
